"artist_name","Valence","danceability","energy","loudness","speechiness","acousticness","liveness","tempo","track_name","album_name","album_release_year"
"Taylor Swift",0.49,0.646,0.783,-2.846,0.0356,0.00444,0.171,121.08,"Mine (Taylor's Version)","Speak Now (Taylor's Version)",2023
"Taylor Swift",0.387,0.588,0.758,-2.347,0.0305,0.0251,0.131,114.991,"Sparks Fly (Taylor’s Version)","Speak Now (Taylor's Version)",2023
"Taylor Swift",0.203,0.497,0.635,-3.927,0.0273,0.00621,0.117,142.063,"Back To December (Taylor's Version)","Speak Now (Taylor's Version)",2023
"Taylor Swift",0.639,0.727,0.677,-2.871,0.0325,0.248,0.143,118.995,"Speak Now (Taylor's Version)","Speak Now (Taylor's Version)",2023
"Taylor Swift",0.133,0.419,0.47,-5.016,0.0296,0.0236,0.163,119.294,"Dear John (Taylor's Version)","Speak Now (Taylor's Version)",2023
"Taylor Swift",0.621,0.524,0.692,-3.866,0.0369,0.311,0.192,163.874,"Mean (Taylor's Version)","Speak Now (Taylor's Version)",2023
"Taylor Swift",0.57,0.515,0.781,-2.608,0.0535,0.00192,0.054,139.846,"The Story Of Us (Taylor's Version)","Speak Now (Taylor's Version)",2023
"Taylor Swift",0.569,0.685,0.323,-7.103,0.0289,0.851,0.198,125.058,"Never Grow Up (Taylor's Version)","Speak Now (Taylor's Version)",2023
"Taylor Swift",0.216,0.505,0.532,-3.526,0.0265,0.012,0.149,81.907,"Enchanted (Taylor's Version)","Speak Now (Taylor's Version)",2023
"Taylor Swift",0.665,0.496,0.885,-2.969,0.0803,0.000886,0.191,145.863,"Better Than Revenge (Taylor's Version)","Speak Now (Taylor's Version)",2023
"Taylor Swift",0.149,0.522,0.598,-5.327,0.0284,0.101,0.152,133.627,"Innocent (Taylor's Version)","Speak Now (Taylor's Version)",2023
"Taylor Swift",0.355,0.427,0.915,-1.909,0.0619,0.00667,0.221,162.201,"Haunted (Taylor's Version)","Speak Now (Taylor's Version)",2023
"Taylor Swift",0.16,0.55,0.366,-8.46,0.0276,0.447,0.101,79.401,"Last Kiss (Taylor's Version)","Speak Now (Taylor's Version)",2023
"Taylor Swift",0.0752,0.375,0.65,-4.031,0.0402,0.0122,0.189,203.89,"Long Live (Taylor's Version)","Speak Now (Taylor's Version)",2023
"Taylor Swift",0.348,0.535,0.488,-8.261,0.0278,0.449,0.111,159.813,"Ours (Taylor’s Version)","Speak Now (Taylor's Version)",2023
"Taylor Swift",0.356,0.533,0.742,-3.473,0.0303,0.0031,0.108,131.93,"Superman (Taylor’s Version)","Speak Now (Taylor's Version)",2023
"Taylor Swift",0.282,0.547,0.855,-4.7,0.0597,0.0164,0.144,131.073,"Electric Touch (feat. Fall Out Boy) (Taylor’s Version) (From The Vault)","Speak Now (Taylor's Version)",2023
"Taylor Swift",0.231,0.474,0.763,-4.632,0.0505,0.159,0.138,78.133,"When Emma Falls in Love (Taylor’s Version) (From The Vault)","Speak Now (Taylor's Version)",2023
"Taylor Swift",0.819,0.694,0.764,-4.893,0.0337,0.0586,0.0608,123.044,"I Can See You (Taylor’s Version) (From The Vault)","Speak Now (Taylor's Version)",2023
"Taylor Swift",0.378,0.576,0.57,-7.925,0.0434,0.362,0.0668,147.803,"Castles Crumbling (feat. Hayley Williams) (Taylor’s Version) (From The Vault)","Speak Now (Taylor's Version)",2023
"Taylor Swift",0.543,0.671,0.588,-4.675,0.0299,0.617,0.111,96.965,"Foolish One (Taylor’s Version) (From The Vault)","Speak Now (Taylor's Version)",2023
"Taylor Swift",0.65,0.624,0.585,-5.847,0.0328,0.3,0.0916,142.883,"Timeless (Taylor’s Version) (From The Vault)","Speak Now (Taylor's Version)",2023
"Taylor Swift",0.0751,0.735,0.454,-10.516,0.0876,0.236,0.133,97.043,"Lavender Haze","Midnights (The Til Dawn Edition)",2023
"Taylor Swift",0.0382,0.65,0.397,-8.237,0.0365,0.0609,0.089,108.055,"Maroon","Midnights (The Til Dawn Edition)",2023
"Taylor Swift",0.497,0.637,0.649,-6.59,0.0584,0.115,0.147,96.935,"Anti-Hero","Midnights (The Til Dawn Edition)",2023
"Taylor Swift",0.166,0.653,0.331,-13.534,0.039,0.705,0.116,110.014,"Snow On The Beach (feat. Lana Del Rey)","Midnights (The Til Dawn Edition)",2023
"Taylor Swift",0.39,0.694,0.386,-10.312,0.0597,0.423,0.126,120.044,"You're On Your Own, Kid","Midnights (The Til Dawn Edition)",2023
"Taylor Swift",0.198,0.654,0.372,-11.704,0.0667,0.705,0.114,140.15,"Midnight Rain","Midnights (The Til Dawn Edition)",2023
"Taylor Swift",0.113,0.741,0.509,-8.747,0.19,0.205,0.262,108.978,"Question...?","Midnights (The Til Dawn Edition)",2023
"Taylor Swift",0.157,0.867,0.272,-11.014,0.363,0.157,0.118,79.962,"Vigilante Shit","Midnights (The Til Dawn Edition)",2023
"Taylor Swift",0.425,0.695,0.546,-9.184,0.066,0.0648,0.0883,164,"Bejeweled","Midnights (The Til Dawn Edition)",2023
"Taylor Swift",0.13,0.493,0.308,-15.489,0.0436,0.804,0.123,109.993,"Labyrinth","Midnights (The Til Dawn Edition)",2023
"Taylor Swift",0.0956,0.647,0.614,-7.091,0.0651,0.0782,0.611,90.034,"Karma","Midnights (The Til Dawn Edition)",2023
"Taylor Swift",0.391,0.335,0.166,-14.958,0.048,0.967,0.115,175.917,"Sweet Nothing","Midnights (The Til Dawn Edition)",2023
"Taylor Swift",0.126,0.661,0.345,-14.037,0.144,0.545,0.0871,125.977,"Mastermind","Midnights (The Til Dawn Edition)",2023
"Taylor Swift",0.592,0.573,0.737,-9.002,0.0352,0.203,0.0851,96.009,"The Great War","Midnights (The Til Dawn Edition)",2023
"Taylor Swift",0.0633,0.48,0.22,-12.469,0.0425,0.837,0.116,82.951,"Bigger Than The Whole Sky","Midnights (The Til Dawn Edition)",2023
"Taylor Swift",0.454,0.691,0.498,-10.519,0.101,0.116,0.136,110.963,"Paris","Midnights (The Til Dawn Edition)",2023
"Taylor Swift",0.766,0.564,0.545,-10.17,0.104,0.726,0.0878,176.082,"High Infidelity","Midnights (The Til Dawn Edition)",2023
"Taylor Swift",0.399,0.677,0.451,-9.744,0.19,0.318,0.11,140.845,"Glitch","Midnights (The Til Dawn Edition)",2023
"Taylor Swift",0.534,0.482,0.837,-6.501,0.12,0.435,0.123,157.96,"Would've, Could've, Should've","Midnights (The Til Dawn Edition)",2023
"Taylor Swift",0.162,0.475,0.386,-12.038,0.0737,0.497,0.119,107.601,"Dear Reader","Midnights (The Til Dawn Edition)",2023
"Taylor Swift",0.239,0.672,0.782,-6.499,0.0421,0.148,0.296,106.026,"Hits Different","Midnights (The Til Dawn Edition)",2023
"Taylor Swift",0.315,0.664,0.401,-10.934,0.0344,0.806,0.108,109.846,"Snow On The Beach (feat. More Lana Del Rey)","Midnights (The Til Dawn Edition)",2023
"Taylor Swift",0.0734,0.615,0.616,-6.523,0.0622,0.0623,0.579,89.977,"Karma (feat. Ice Spice)","Midnights (The Til Dawn Edition)",2023
"Taylor Swift",0.0984,0.735,0.444,-10.519,0.0684,0.204,0.17,97.038,"Lavender Haze","Midnights (3am Edition)",2022
"Taylor Swift",0.0382,0.658,0.378,-8.3,0.0379,0.0593,0.0976,108.034,"Maroon","Midnights (3am Edition)",2022
"Taylor Swift",0.519,0.638,0.634,-6.582,0.0457,0.133,0.152,96.953,"Anti-Hero","Midnights (3am Edition)",2022
"Taylor Swift",0.154,0.659,0.323,-13.425,0.0436,0.735,0.116,110.007,"Snow On The Beach (feat. Lana Del Rey)","Midnights (3am Edition)",2022
"Taylor Swift",0.376,0.694,0.38,-10.307,0.0614,0.416,0.126,120.044,"You're On Your Own, Kid","Midnights (3am Edition)",2022
"Taylor Swift",0.23,0.636,0.377,-11.721,0.0708,0.71,0.115,139.966,"Midnight Rain","Midnights (3am Edition)",2022
"Taylor Swift",0.112,0.751,0.502,-8.777,0.162,0.226,0.297,108.989,"Question...?","Midnights (3am Edition)",2022
"Taylor Swift",0.16,0.87,0.279,-11.134,0.364,0.16,0.121,79.996,"Vigilante Shit","Midnights (3am Edition)",2022
"Taylor Swift",0.412,0.7,0.55,-9.13,0.0653,0.0661,0.091,164.003,"Bejeweled","Midnights (3am Edition)",2022
"Taylor Swift",0.141,0.487,0.313,-15.434,0.0487,0.791,0.124,110.039,"Labyrinth","Midnights (3am Edition)",2022
"Taylor Swift",0.106,0.649,0.622,-7.054,0.0582,0.074,0.594,90.024,"Karma","Midnights (3am Edition)",2022
"Taylor Swift",0.396,0.334,0.161,-14.875,0.0506,0.967,0.115,176.747,"Sweet Nothing","Midnights (3am Edition)",2022
"Taylor Swift",0.13,0.661,0.352,-14.077,0.117,0.571,0.0884,125.934,"Mastermind","Midnights (3am Edition)",2022
"Taylor Swift",0.554,0.573,0.741,-8.987,0.0353,0.219,0.0842,96.016,"The Great War","Midnights (3am Edition)",2022
"Taylor Swift",0.068,0.422,0.235,-12.379,0.0568,0.826,0.115,165.71,"Bigger Than The Whole Sky","Midnights (3am Edition)",2022
"Taylor Swift",0.345,0.7,0.509,-10.547,0.0789,0.112,0.137,110.947,"Paris","Midnights (3am Edition)",2022
"Taylor Swift",0.755,0.646,0.529,-10.179,0.0864,0.723,0.0885,87.862,"High Infidelity","Midnights (3am Edition)",2022
"Taylor Swift",0.347,0.675,0.466,-9.738,0.201,0.361,0.11,140.864,"Glitch","Midnights (3am Edition)",2022
"Taylor Swift",0.55,0.483,0.84,-6.508,0.119,0.43,0.146,157.979,"Would've, Could've, Should've","Midnights (3am Edition)",2022
"Taylor Swift",0.159,0.562,0.388,-12.088,0.0705,0.481,0.117,107.747,"Dear Reader","Midnights (3am Edition)",2022
"Taylor Swift",0.0976,0.733,0.436,-10.489,0.08,0.258,0.157,96.985,"Lavender Haze","Midnights",2022
"Taylor Swift",0.0374,0.637,0.398,-8.294,0.0564,0.0573,0.101,108.075,"Maroon","Midnights",2022
"Taylor Swift",0.533,0.637,0.643,-6.571,0.0519,0.13,0.142,97.008,"Anti-Hero","Midnights",2022
"Taylor Swift",0.193,0.663,0.319,-13.481,0.0375,0.69,0.117,109.957,"Snow On The Beach (feat. Lana Del Rey)","Midnights",2022
"Taylor Swift",0.38,0.696,0.396,-10.289,0.0656,0.401,0.125,120.041,"You're On Your Own, Kid","Midnights",2022
"Taylor Swift",0.23,0.643,0.363,-11.738,0.0767,0.69,0.115,139.865,"Midnight Rain","Midnights",2022
"Taylor Swift",0.106,0.751,0.502,-8.763,0.167,0.2,0.296,108.943,"Question...?","Midnights",2022
"Taylor Swift",0.163,0.798,0.277,-11.096,0.39,0.173,0.121,79.846,"Vigilante Shit","Midnights",2022
"Taylor Swift",0.433,0.696,0.559,-9.19,0.0693,0.0618,0.0887,163.999,"Bejeweled","Midnights",2022
"Taylor Swift",0.122,0.406,0.306,-15.48,0.0517,0.785,0.122,110.014,"Labyrinth","Midnights",2022
"Taylor Swift",0.0969,0.642,0.62,-7.091,0.0666,0.0734,0.483,90.02,"Karma","Midnights",2022
"Taylor Swift",0.39,0.337,0.156,-14.919,0.0518,0.964,0.115,176.655,"Sweet Nothing","Midnights",2022
"Taylor Swift",0.124,0.662,0.357,-14.064,0.154,0.553,0.0837,125.966,"Mastermind","Midnights",2022
"Taylor Swift",0.328,0.594,0.713,-5.314,0.0503,0.000328,0.114,129.958,"State Of Grace (Taylor's Version)","Red (Taylor's Version)",2021
"Taylor Swift",0.408,0.516,0.777,-4.908,0.0375,0.00108,0.0761,125.047,"Red (Taylor's Version)","Red (Taylor's Version)",2021
"Taylor Swift",0.299,0.645,0.593,-6.506,0.0288,0.0344,0.13,109.984,"Treacherous (Taylor's Version)","Red (Taylor's Version)",2021
"Taylor Swift",0.767,0.584,0.557,-6.371,0.0342,0.0129,0.0576,154.008,"I Knew You Were Trouble (Taylor's Version)","Red (Taylor's Version)",2021
"Taylor Swift",0.132,0.44,0.528,-7.809,0.0317,0.0171,0.234,185.972,"All Too Well (Taylor's Version)","Red (Taylor's Version)",2021
"Taylor Swift",0.642,0.642,0.695,-5.62,0.0281,0.000443,0.0753,103.984,"22 (Taylor's Version)","Red (Taylor's Version)",2021
"Taylor Swift",0.248,0.511,0.559,-6.587,0.0264,0.0167,0.113,145.88,"I Almost Do (Taylor's Version)","Red (Taylor's Version)",2021
"Taylor Swift",0.716,0.567,0.686,-6.139,0.175,0.0317,0.0732,172.014,"We Are Never Ever Getting Back Together (Taylor's Version)","Red (Taylor's Version)",2021
"Taylor Swift",0.663,0.693,0.681,-7.039,0.025,0.0848,0.0768,100.02,"Stay Stay Stay (Taylor's Version)","Red (Taylor's Version)",2021
"Taylor Swift",0.155,0.502,0.534,-5.954,0.0278,0.0399,0.0977,94.05,"The Last Time (feat. Gary Lightbody of Snow Patrol) (Taylor’s Version)","Red (Taylor's Version)",2021
"Taylor Swift",0.511,0.622,0.809,-5.623,0.0638,0.0288,0.109,156.894,"Holy Ground (Taylor's Version)","Red (Taylor's Version)",2021
"Taylor Swift",0.232,0.601,0.406,-11.827,0.0275,0.622,0.133,130.059,"Sad Beautiful Tragic (Taylor's Version)","Red (Taylor's Version)",2021
"Taylor Swift",0.538,0.686,0.571,-7.138,0.05,0.066,0.0608,117.889,"The Lucky One (Taylor's Version)","Red (Taylor's Version)",2021
"Taylor Swift",0.474,0.498,0.61,-5.098,0.0363,0.271,0.223,79.918,"Everything Has Changed (feat. Ed Sheeran) (Taylor’s Version)","Red (Taylor's Version)",2021
"Taylor Swift",0.605,0.628,0.685,-5.864,0.0358,0.00324,0.18,126.014,"Starlight (Taylor's Version)","Red (Taylor's Version)",2021
"Taylor Swift",0.267,0.519,0.527,-7.673,0.0274,0.075,0.132,78.915,"Begin Again (Taylor's Version)","Red (Taylor's Version)",2021
"Taylor Swift",0.208,0.636,0.402,-7.855,0.031,0.0494,0.107,125.952,"The Moment I Knew (Taylor's Version)","Red (Taylor's Version)",2021
"Taylor Swift",0.399,0.46,0.632,-6.031,0.0302,0.0158,0.0822,79.846,"Come Back...Be Here (Taylor's Version)","Red (Taylor's Version)",2021
"Taylor Swift",0.612,0.691,0.736,-6.974,0.0326,0.00955,0.101,125.089,"Girl At Home (Taylor's Version)","Red (Taylor's Version)",2021
"Taylor Swift",0.101,0.445,0.131,-13.778,0.0564,0.663,0.108,208.918,"State Of Grace (Acoustic Version) (Taylor's Version)","Red (Taylor's Version)",2021
"Taylor Swift",0.38,0.623,0.279,-10.802,0.031,0.661,0.193,116.04,"Ronan (Taylor's Version)","Red (Taylor's Version)",2021
"Taylor Swift",0.255,0.473,0.579,-5.824,0.0384,0.214,0.0877,73.942,"Better Man (Taylor's Version) (From The Vault)","Red (Taylor's Version)",2021
"Taylor Swift",0.446,0.606,0.377,-9.455,0.0275,0.817,0.154,101.96,"Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault)","Red (Taylor's Version)",2021
"Taylor Swift",0.746,0.584,0.743,-7.075,0.0931,0.0538,0.121,167.844,"Babe (Taylor's Version) (From The Vault)","Red (Taylor's Version)",2021
"Taylor Swift",0.494,0.622,0.791,-6.106,0.0535,0.00188,0.083,115.915,"Message In A Bottle (Taylor's Version) (From The Vault)","Red (Taylor's Version)",2021
"Taylor Swift",0.473,0.391,0.715,-4.516,0.0495,0.167,0.183,149.654,"I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault)","Red (Taylor's Version)",2021
"Taylor Swift",0.41,0.611,0.552,-5.828,0.031,0.256,0.134,116.012,"Forever Winter (Taylor's Version) (From The Vault)","Red (Taylor's Version)",2021
"Taylor Swift",0.443,0.61,0.488,-6.918,0.0293,0.817,0.312,125.039,"Run (feat. Ed Sheeran) (Taylor’s Version) (From The Vault)","Red (Taylor's Version)",2021
"Taylor Swift",0.581,0.678,0.733,-5.025,0.0281,0.00115,0.104,121.009,"The Very First Night (Taylor's Version) (From The Vault)","Red (Taylor's Version)",2021
"Taylor Swift",0.205,0.631,0.518,-8.771,0.0303,0.274,0.088,93.023,"All Too Well (10 Minute Version) (Taylor's Version) (From The Vault)","Red (Taylor's Version)",2021
"Taylor Swift",0.43,0.569,0.741,-4.963,0.0282,0.0122,0.333,100.118,"Fearless (Taylor’s Version)","Fearless (Taylor's Version)",2021
"Taylor Swift",0.289,0.559,0.646,-4.61,0.0272,0.116,0.32,95.466,"Fifteen (Taylor’s Version)","Fearless (Taylor's Version)",2021
"Taylor Swift",0.415,0.627,0.792,-4.311,0.031,0.13,0.0845,119.054,"Love Story (Taylor’s Version)","Fearless (Taylor's Version)",2021
"Taylor Swift",0.797,0.788,0.571,-6.135,0.0296,0.106,0.0934,115.99,"Hey Stephen (Taylor’s Version)","Fearless (Taylor's Version)",2021
"Taylor Swift",0.366,0.423,0.517,-7.377,0.0486,0.369,0.177,185.262,"White Horse (Taylor’s Version)","Fearless (Taylor's Version)",2021
"Taylor Swift",0.474,0.632,0.773,-4.856,0.0346,0.0623,0.0885,130.033,"You Belong With Me (Taylor’s Version)","Fearless (Taylor's Version)",2021
"Taylor Swift",0.321,0.506,0.626,-6.066,0.0287,0.156,0.228,148.035,"Breathe (feat. Colbie Caillat) (Taylor’s Version)","Fearless (Taylor's Version)",2021
"Taylor Swift",0.541,0.578,0.909,-3.669,0.0628,0.0222,0.333,100.023,"Tell Me Why (Taylor’s Version)","Fearless (Taylor's Version)",2021
"Taylor Swift",0.241,0.506,0.444,-4.99,0.0285,0.0538,0.123,133.873,"You’re Not Sorry (Taylor’s Version)","Fearless (Taylor's Version)",2021
"Taylor Swift",0.472,0.402,0.732,-4.665,0.0484,0.0033,0.108,161.032,"The Way I Loved You (Taylor’s Version)","Fearless (Taylor's Version)",2021
"Taylor Swift",0.673,0.598,0.821,-4.433,0.0447,0.0231,0.143,128.03,"Forever & Always (Taylor’s Version)","Fearless (Taylor's Version)",2021
"Taylor Swift",0.469,0.642,0.576,-8.524,0.0282,0.488,0.159,125,"The Best Day (Taylor’s Version)","Fearless (Taylor's Version)",2021
"Taylor Swift",0.344,0.499,0.815,-4.063,0.0341,0.000191,0.181,95.999,"Change (Taylor’s Version)","Fearless (Taylor's Version)",2021
"Taylor Swift",0.624,0.572,0.69,-6.201,0.0358,0.0474,0.0897,160.111,"Jump Then Fall (Taylor’s Version)","Fearless (Taylor's Version)",2021
"Taylor Swift",0.224,0.393,0.531,-6.112,0.0329,0.0181,0.169,200.391,"Untouchable (Taylor’s Version)","Fearless (Taylor's Version)",2021
"Taylor Swift",0.271,0.546,0.273,-9.208,0.0308,0.819,0.137,118.753,"Forever & Always (Piano Version) (Taylor’s Version)","Fearless (Taylor's Version)",2021
"Taylor Swift",0.167,0.476,0.564,-5.677,0.0269,0.0406,0.102,143.929,"Come In With The Rain (Taylor’s Version)","Fearless (Taylor's Version)",2021
"Taylor Swift",0.171,0.454,0.555,-6.69,0.0283,0.157,0.343,171.862,"Superstar (Taylor’s Version)","Fearless (Taylor's Version)",2021
"Taylor Swift",0.629,0.432,0.873,-4.367,0.0577,0.0279,0.167,163.936,"The Other Side Of The Door (Taylor’s Version)","Fearless (Taylor's Version)",2021
"Taylor Swift",0.328,0.482,0.779,-5.025,0.0409,0.0135,0.296,158.162,"Today Was A Fairytale (Taylor’s Version)","Fearless (Taylor's Version)",2021
"Taylor Swift",0.44,0.599,0.494,-7.61,0.0372,0.816,0.101,142.893,"You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault)","Fearless (Taylor's Version)",2021
"Taylor Swift",0.714,0.66,0.817,-6.269,0.0521,0.162,0.0667,135.942,"Mr. Perfectly Fine (Taylor’s Version) (From The Vault)","Fearless (Taylor's Version)",2021
"Taylor Swift",0.13,0.609,0.373,-8.819,0.0263,0.849,0.0779,106.007,"We Were Happy (Taylor’s Version) (From The Vault)","Fearless (Taylor's Version)",2021
"Taylor Swift",0.508,0.588,0.608,-7.062,0.0365,0.225,0.092,90.201,"That’s When (feat. Keith Urban) (Taylor’s Version) (From The Vault)","Fearless (Taylor's Version)",2021
"Taylor Swift",0.405,0.563,0.473,-11.548,0.0503,0.514,0.109,101.934,"Don’t You (Taylor’s Version) (From The Vault)","Fearless (Taylor's Version)",2021
"Taylor Swift",0.527,0.624,0.624,-7.86,0.0539,0.334,0.0995,80.132,"Bye Bye Baby (Taylor’s Version) (From The Vault)","Fearless (Taylor's Version)",2021
"Taylor Swift",0.529,0.392,0.574,-9.195,0.17,0.833,0.145,81.112,"willow","evermore (deluxe version)",2021
"Taylor Swift",0.32,0.462,0.24,-12.077,0.0377,0.92,0.113,171.319,"champagne problems","evermore (deluxe version)",2021
